Address,City,Postal Code,Fine Amount
635 Riverside Drive,New York,10031,59437.50900000001
1620 Avenue I,Brooklyn,11230,104399.4
65 Lenox Road,Brooklyn,11226,90048
300 East 57th Street,New York,10022,104956.83999999997
40 West 86th Street,New York,10024,65670.586
254 East 68th Street,New York,10065,140361.51600000003
40 Park Avenue,New York,10016,78509.05900000001
136 East 55th Street,New York,10022,112851.91899999997
20 West 86th Street,New York,10024,101441.685
27 West 86th,New York,10024,119023.758
144 West 86th Street,New York,10024,86799.036
241 Central Park West,New York,10024,179276.724
295 Central Park West,New York,10024,96391.09099999999
25 West 81st Street,New York,10024,91565.55
115 West 86th Street,New York,10024,75551.076
215 East 68th Street,New York,10065,391362.74500000005
211 East 70th Street,New York,10021,378805.00200000004
544 East 86th Street,New York,10028,45874.498000000014
945 Fifth Avenue,New York,10021,200799.73699999996
1085 Park Ave,New York,10128,133430.5
8829 Ft. Hamilton Pkwy,Brooklyn,11209,29817.47899999999
119-40 Union Turnpike,Kew Gardens,11415,119439.96199999998
8602 Fort Hamilton Parkway,Brooklyn,11209,27292.450000000008
140 13th Street,Brooklyn,11215,39664
214-32 43rd Ave,Bayside,11362,21992.75
58-12 Queens Blvd,Woodside,11377,99397.84999999998
28-22 Astoria Blvd,Astoria,11102,15459.379
81-40 Lefferts Blvd.,Kew Gardens,11415,27941.546000000002
29-01 148th Street,Flushing,11354,41501.14
555 Park Ave,New York,10065,61833.02699999999
116 E 63 St.,New York,10065,66607.112
12 W 72 Street,New York,10023,94625.507
120 W 70 Street,New York,10023,60404.453
140 Nassau Street,New York,10038,48456.611
145 Nassau Street,New York,10038,42957.921
165 Duane Street,New York,10013,68729.26999999999
167 Perry Street,New York,10014,41727.6
169 E 78 Street,New York,10075,43874.347
175 W 93 Street,New York,10025,169839.10400000002
2 Beekman Place,New York,10022,86309.4
2 Grace Court,Brooklyn,11201,98535.96200000001
20 W 77 Street,New York,10024,45554.706999999995
201 W 16 Street,New York,10011,85676.987
2080-2090 Barnes Ave,Bronx,10462,195090.6
304-324 E 41 Street,New York,10017,144850.38199999998
310 West End Ave,New York,10023,81389.72400000002
320 W 87 Street,New York,10024,43451.644
322 W 72 Street,New York,10023,96423.18400000001
325 Riverside Dr.,New York,10025,52439.091
328 W 86 Street,New York,10024,40336.546
330-340 Haven Ave.,New York,10033,105916.01199999996
335 Greenwich Street,New York,10013,14948.771999999999
350 E 77 Street,New York,10075,13076.658
359 Fort Washington,New York,10033,49386.23600000001
36 Sutton Place South,New York,10022,110107.8
360 Clinton Ave,Brooklyn,11238,63309.64000000001
5 Tudor City Place,New York,10017,113278.50799999989
522 West End Ave,New York,10024,70460.95199999998
595 West End Ave,New York,10024,18849.109999999993
610 West End Ave,New York,10024,73559.032
700 Columbus Ave,New York,10025,534129.293
808 Broadway,New York,10003,101484.498
940 Park Ave,New York,10028,36579.72200000001
100 Manhattan Ave,New York,10025,49363.18800000001
325 E 41 Street,New York,10017,77051.20599999999
123 W 93 Street,New York,10025,97227.78700000001
1646 1 Ave,New York,10028,49688.67400000002
689 Columbus Ave,New York,10025,22240.649999999987
500 West End Ave,New York,10024,99734.32400000001
170 East 78th Street,New York,10021,38816.383
166 East 61st Street,New York,10065,151891.747
110 West End Ave,New York,10023,395514.4
444 12th Street,Brooklyn,11215,45271.9
118 8th Ave,Brooklyn,11215,54130.63999999999
32 West 82nd Street,New York,10024,82211.68
301 E 78th Street,New York,10075,97806.6
265 Riverside Dr.,New York,10025,60254.842000000004
301 E 22nd Street,New York,10010,103986.14399999999
845 West End Ave,New York,10025,215503.02099999998
255 Eastern Parkway,Brooklyn,11238,39878.73499999999
222 E 71st Street,New York,10021,4002.9819999999986
240 W 75 St,New York,10023,25880.559
330 E 83rd St,New York,10028,14703.819999999994
1 Plaza Sreet West,Brooklyn,11217,42623.725
201 W 21 St,New York,10011,21545.792999999998
108 - 114 Wooster St,New York,10012,55536.29999999999
99 Bank Street,New York,10014,5597.849999999997
225 PARK PLACE,Brooklyn,11238,81214.05
800 Grand Concourse,Bronx,10451,372602.74500000005
675 Walton Avenue,Bronx,10451,86275.90000000001
140 East 81st Street,New York,10028,158605.013
9480 Ridge Blvd.,Brooklyn,11209,14867.902999999991
66-22 Fleet Street,Forest Hills,11375,45399.2
150 Marine Avenue,Brooklyn,11209,17895.7
9102-08 Colonial Road,Brooklyn,11209,53727.299999999996
9102-9108 Colonial Road,Brooklyn,11209,48923.39999999999
88 University Place,New York,10003,115483.74600000001
169-07 Jewel Avenue,Fresh Meadows,11365,31650.8
208 East Broadway,New York,10002,560174.0689999998
208 East Broadway,New York,10002,719272.269
525 East 71st St,New York,10021,57228.853999999985
1372 Broadway,New York,10018,240918.06399999995
3171 Rochambeau Avenue,Bronx,10467,27622.09
179 Linden Boulevard,Brooklyn,11226,33258.934
530 Parkside Avenue,Brooklyn,11226,38841.373999999996
535 Parkside Avenue,Brooklyn,11226,54447.41600000001
525 East 21st Street,Brooklyn,11226,26042.699000000008
520 East 21st Street,Brooklyn,11226,56892.24600000001
1277 Shakespeare Avenue,Bronx,10452,11503.900000000003
1030 Willmohr Street,Brooklyn,11212,16658.87999999999
552 Parkside Avenue,Brooklyn,11226,8005.561999999999
2111 Beekman Place,Brooklyn,11225,12561.160000000002
542 Parkside Avenue,Brooklyn,11226,28218.323000000008
292 Midwood Street,Brooklyn,11225,7616.559999999997
535 East 21st Street,Brooklyn,11226,25879.956000000002
50-23 23rd St,Long Island City,11101,5494
2156 Cruger Avenue,Bronx,10462,15046.323999999993
641 Lexington Avenue,New York,10022,206197.59200000006
24 State Street,New York,10004,143566.86300000004
3 Times Square,New York,10001,448236.03
45 East 8th Street,brooklyn,11218,55611.407
301 1st Ave,New York,10003,259105.817
1705 Caton Avenue,Brooklyn,11226,10795.442
182-20 Liberty Ave.,Jamaica,11412,222050.931
419 West 129th Street,New York,10027,539.6179999999906
40 Morningside Avenue,New York,10026,88453.13200000001
2980 Valentine Avenue,Bronx,10458,47643.03000000001
300 Reservoir Place,Bronx,10467,9406.129999999992
150 West 197th Street,Bronx,10468,1092.1000000000045
2 East 63rd Street,New York,10065,36101.60999999999
600 West 146 Street,New York,10031,8375
89-06 135 Street,Queens,11418,11738.400000000003
89-40 135th Street,Queens,11418,89997.75
108 West 227th Street,New York,10463,12463.474000000011
1325 Edward L Grant Highway,Bronx,10452,40098.42799999999
1645 Grand Concourse,Bronx,10019,36174.707
4520 Broadway,New York,10040,569.8349999999921
320 Eastern Pkwy,Brooklyn,11225,15696.626000000002
2820 Bailey Avenue,Bronx,10463,47978.76699999999
34-06 Jordan Street,Queens,11358,12167.199999999993
90-28 Van Wyck Expressway,Queens,11418,36762.967
524 West 184 Street,New York,10040,32353.496000000003
524 West 184 Street,New York,10033,63486.386
325 East 201st Street,Bronx,10458,89053.05
920 Metcalf Avenue,Bronx,10472,59234.700000000026
2860 Bailey Avenue,Bronx,10463,31833.039999999994
3184 Grand Concourse,Bronx,10458,23088.80300000001
204-208 East 90th Street,Manhattan,10128,12443.776000000005
616 West 137th Street,Manhattan,10031,12624.541999999996
511 West 151st Street,New York,10031,2962.0700000000024
177-50 South Conduit Avenue,Queens,11434,32647.961
133 West 140th Street,New York,10030,42194.522999999994
901 Anderson Avenue,Bronx,10452,43217.68
759 East 138th Street,Bronx,10454,22912.257999999994
102 West 137th Street,New York,10030,57654.103
499 East 188th Street,Bronx,10458,8903.295
124 WEST 137 STREET,New York,10030,14629.115000000002
1345-1357 Rogers Avenue,Brooklyn,11210,94590.59999999999
3188 Villa Avenue,Bronx,10468,57387.577000000005
1079 Gerard Avenue,Bronx,10452,57130.9
1274-1276 Lafayette Ave,Bronx,10474,42761.946
887 Southern Blvd,Bronx,10459,86623.094
941 Faile Street,Bronx,10459,12297.849999999997
2000 Washington Ave,Bronx,10457,32135.74600000001
641 East 225th St,Bronx,10466,64131.328
665-667 Casanova Street,Bronx,10474,13882.400000000003
870 Southern Boulevard,Bronx,10459,55368.26399999999
980 Aldus Street,Bronx,10459,22895.24
535 East 182nd Street,Bronx,10457,72661.232
1876 Belmont Ave,Bronx,10457,79587.424
581 Timpson Pl.,Bronx,10455,21149.487999999983
390 Jackson Ave,Bronx,10454,22900.800999999992
567 Southern Boulevard,Bronx,10455,7932.933999999996
949 Faile Street,Bronx,10459,12361.5
909 Kelly Street,Bronx,10459,20200.165
854 Hunts Point Ave,Bronx,10474,15854.88
862-864 Southern Boulevard,Bronx,10459,33213.307
915-919 Kelly Street,Bronx,10459,30137.939999999995
1200 Seneca/868 Hunts Point Ave,Bronx,10474,15576.83
1220 Seneca Ave,Bronx,10474,17956
850 Bryant Ave,Bronx,10474,16779.614
721 Faile Street,Bronx,10474,28324.25
921-23 Barretto Street,Bronx,10459,29796.575
233 West 77 Street,New York,10024,96071.90299999999
225 West 106 Street,New York,10025,137222.231
35 West 45th Street,New York,10036,14578.797999999988
28 East 73rd Street,New York,10021,50622.72099999999
903 Park Avenue,New York,10075,97457.329
736 West End Avenue,New York,10172,11422.226999999999
37 East 64th Street,New York,10065,162407.866
54 W 40th Street,New York City,10018,53448.982
3000 Bronx Park East,Bronx,10467,132158.83999999997
309 Lafayette Avenue,Brooklyn,11238,131904.90999999997
1063 Jackson Avenue,Long Island City,11101,7107.494
1259 Grant Ave,Bronx,10456,59441.72999999999
1275 Grant Ave,Bronx,10456,7905.329999999985
277 Broadway,New York,10007,49421.07600000001
325 Broadway,New York,10007,9946.887
71-66 Parsons Blvd,Queens,11365,97685.73199999999
64-86 Wetherole Street,Queens,11374,18262.659
95-08 65th Road,Queens,11374,31959
41-04 27th Street,Queens,11101,17897.978000000003
71-59 160th Street,Queens,11365,21546.262
35-19 Leavitt Street,Queens,11354,34491.600000000006
143 37-53 Barclay Ave,Queens,11355,26737.622999999996
214-11 35th Ave.,Queens,11361,44412.893000000004
42-22 Crescent Street,Queens,11101,47495.763999999996
711 West 190 Street,New York,10040,54232.48
2050 Bartow Avenue,Bronx,10475,60490.27999999998
977-981 Summit Avenue,Bronx,10452,23101.600000000002
64 Havemeyer Street,Brooklyn,11211,37774.6
1924 2nd Avenue,New York,10029,27073.359999999993
1932 2nd Avenue,New York,10029,29029.76
125 West 166th Street,Bronx,10452,7612.741000000004
1139 Nelson Avenue,Bronx,10452,14797.821000000004
1144 Nelson Avenue,Bronx,10452,27925.666999999998
1184 Nelson Avenue,Bronx,10452,24251.32
65-52 160th Street,Flushing,11365,200021.8000000001
160 East 89th Street,New York,10128,73924.517
330 East 79th Street,New York,10075,48884.27200000001
200 East 15th Street,New York,10003,286735.54500000004
4580 Broadway,New York,10040,41923.775999999976
3640 Johnson Avenue,Bronx,10463,218255.85
955 Sheridan Avenue,Bronx,10456,69952.02000000002
11110 76 RD,Queens,11375,16399.723999999995
11120 76 RD,Queens,11375,44644.98099999999
111-50 76th Road,Queens,11375,11423.5
11155 77 AVE,Queens,11375,30537.66199999999
68-60 108th Street,Queens,11375,32358.99
10920 71 RD,Queens,11375,53466
10905 72 AVE,Queens,11375,38733.369999999995
6541 SAUNDERS ST,Queens,11374,17688
87-60 113th Street,Queens,11418,9211.293999999998
143-25 41st Avenue,Queens,11355,12919.475999999999
77-44 Austin Street,Queens,11375,46982.41
9281 Shore Road,Brooklyn,11209,113656.79
1279 East 17th Street,Brooklyn,11229,38201.25599999998
1648 EAST 13 ST,Brooklyn,11229,38187.32
5501 15th Avenue,Brooklyn,11219,26210.4
9269 Shore Road,Brooklyn,11209,45008.99199999999
9747 Shore Road,Brooklyn,11209,33442.51399999999
310 East 75th Street,New York,10021,62788.112000000016
7217 34 AVE,Queens,11372,79188.37199999997
72-72 112th Street,Queens,11375,108064.3
245 East Gun Hill Rd,Bronx,10467,158479.25400000002
2126 BENSON AVE,Brooklyn,11214,58993.5
211 WEST 102ND ST,New York,10025,18587.944
99-49 66 Road,Queens,11374,68554.668
66-102 Street,Queens,11374,69921.46800000001
66-11 99 Street,Queens,11374,69144.26800000001
66-102 Street,Queens,11374,69787.46800000001
66-01 99 Street,Queens,11374,45801.468
99-18 66 Road,Queens,11374,40414.668000000005
99-18 Avenue,Queens,11374,209015.34400000004
324 Powers Avenue,Bronx,10454,4098.055000000005
626-628 East 141st Street,Bronx,10454,943.3599999999951
328-340 Beekman Avenue,Bronx,10454,50826.200000000004
770 E 166th St (1071 Tinton Ave),New York,10456,68763.708
220 W 133rd St,New York,10030,314838.36
95 Lenox Avenue,New York,10026,31113.058000000015
401 2nd Ave,New York,10010,292044.49100000004
1750 Sedgwick Ave,New York,10453,57512.12999999996
127-10 Locust Manor Ln,New York,11434,93268.28799999999
2130 Crotona Avenue,Bronx,10457,16441.800000000007
2111 Hughes Avenue,Bronx,10457,19026.66
950 Jennings Street,Bronx,10460,106168.2
179 Throop Ave,Brooklyn,11206,31838.4
801 Saint Nicholas Avenue,New York,10031,74470.83499999999
226 Linden Boulevard,Brooklyn,11226,31986.939000000002
418 Snediker Ave,New York,11207,17064.9
258 East 4th Street,New York,10009,24615.8
1854 Cedar Avenue,Bronx,10453,73432
1363 Franklin Ave,New York,10456,23798.4
1189 Tinton Avenue,New York,10456,17631.921000000002
985 Bruckner Boulevard,The Bronx,10459,250327.611
960 E 174th St,New York,10460,22626.703999999998
1750 Davidson Avenue,Bronx,10453,34719.4
155-175 Friendship Lane,Staten Island,10314,122981.58200000002
4112 FT HAMILTON PKWY,Brooklyn,11219,42920.467999999986
5313 9 AVE,Brooklyn,11220,39926.23800000001
1215 AVENUE O,Brooklyn,11230,34942.91199999999
31-41 23rd Street,Queens,11106,120385.6
25-63 22nd Street,Queens,11102,56038.8
411 Bleecker Street,Brooklyn,11237,88607.5
55 Pierrepont Street,Brooklyn,11201,96274.57800000001
1615 8 AVE,Brooklyn,11215,30256.53000000001
191 Joralemon Street,Brooklyn,11201,58687.444
52 WILSON AVE,Brooklyn,11206,42315.92700000001
29 Greene Avenue,Brooklyn,11238,37225.2
930 53 ST,Brooklyn,11219,19022.841
10512 Liverpool Street,Queens,11435,37213.475
7801 30th Avenue,Queens,11370,55182.941999999995
5506 99 ST,Queens,11368,23063.074999999993
745 St. Johns Place,Brooklyn,11216,21716.174000000006
555 SAINT JOHNS PL,Brooklyn,11238,26317.466
918 Kent Avenue,Brooklyn,11205,16267.600000000013
80 LEWIS AVE,Brooklyn,11206,71274.93499999998
683 DEAN ST,BROOKLYN,11238,32001.343999999997
4624 17 AVE,Brooklyn,11204,25487.403000000006
255 OVINGTON AVE,BROOKLYN,11209,19015.002000000004
273 WILLOUGHBY AVE,BROOKLYN,11205,59372.72
273 WILLOUGHBY AVE,BROOKLYN,11205,22649.751999999986
330 West 45th Street,Manhattan,10036,42313.98399999998
424 West 110th Street,New York,10025,52707.02399999997
424 West 110th street,New York,10025,282656.25
738 ALBANY AVE,BROOKLYN,11203,73882.03899999999
690 ALBANY AVE,BROOKLYN,11203,75893.11099999999
560 WINTHROP ST,BROOKLYN,11203,248515.12700000004
603 MOTHER GASTON BLV,BROOKLYN,11212,83742.29500000001
97 Crooke Ave,Brooklyn,11226,10008.928999999996
210-214 Hegeman Avenue,Brooklyn,11212,34892.528000000006
1316 Boston Road,Bronx,10456,37505.93
"430 Park Avenue, New York",Manhattan,10022,32134.271999999997
764 East 176th Street,Bronx,10460,4872.910000000002
1950 Hutchinson River Parkway,Bronx,10461,84998.88000000002
149 East 39th Street,Manhattan,10016,49901.6
453 HINSDALE ST,Brooklyn,11207,477329.842
500 LIVNOVIA AVE,Brooklyn,11207,68018.26599999999
847 Saint Nicholas Avenue,New York,10031,38160.185000000005
487 LIVNOVIA AVE,Brooklyn,11207,43004.95499999999
80 Varick Street,Manhattan,10013,60956.26500000001
60 Sutton Pl S,Manhattan,10022,203663.317
1641 Andrews Avenue South,Bronx,10453,100851.75
2001 University Ave,Bronx,10453,131850.774
30 Buchanan Pl,Bronx,10453,36602.1
1265 Morrison Avenue,Bronx,10472,36067.306
1268 Stratford Avenue,Bronx,10472,27395.696999999996
1350 Doctor Martin Luther King Junior Boulevard,Bronx,10452,71363.24100000001
1585 East 172nd Street,Bronx,10472,58766.905999999995
1589 East 172nd Street,Bronx,10472,84682.908
1636 University Avenue,Bronx,10453,45405.9
1640 University Avenue,Bronx,10453,45405.9
100 West 174th Street,Bronx,10453,65590.722
1167 Stratford Avenue,Bronx,10472,114419.25
1585 - 1591 East 172nd Street,Bronx,10472,158913.41400000002
1636-1640 University Avenue,Bronx,10453,90811.8
2264 Morris Avenue,The Bronx,10453,173978.766
1017 Home Street,The Bronx,10459,56968.15700000001
1898 Harrison Ave,New York,10453,108540
410 West 128th Street,New York,10027,45419.83600000001
1315 60 Street,Brooklyn,11219,36206.799999999996
625 QUINCY ST,BROOKLYN,11221,59873.344000000005
233 Landing Road,Bronx,10468,113173.586
149 West 132nd Street,New York,10027,25687.800000000003
161 Lexington Ave,New York,10016,47752.977
3745 18 Ave.,Brooklyn,11218,9460.400000000003
48-40 34th St,Queens,11101,20676.199999999993
158-29 Jewel Ave,Queens,11365,127327.135
34 East 10th Street,New York,10003,28216.64800000001
744 BERRIMAN ST,BROOKLYN,11208,49826.694
2834 Heath Avenue,Bronx,10463,50363.23
129 3rd Avenue,Manhattan,10003,89314.886
5923 Strickland Avenue,Brooklyn,11234,19463.432999999994
636 Greenwich St,Manhattan,10014,73619.59999999999
400 Broome St,Manhattan,10012,149967.84200000003
1779 Second Avenue,New York,10128,143310.92300000007
99 Reade Street,New York,10013,35452.513999999996
5905 Strickland Ave.,Brooklyn,11234,175571.82499999998
801 Narrows Road North,Staten Island,10304,30505.166999999994
518 East 80th Street,New York,10075,55791.503000000004
200 W. 18th St.,New York,10011,17417.856000000003
92-94 WARREN STREET,New York,10007,671.0049999999991
14720 94 AVE,Queens,11435,366218.31500000006
90-11 160th Street,Queens,11432,97686
141-28 84th Dr,New York,11435,34042.498999999996
66-8 Austin St,New York,11374,43969.554
65-84 Austin St,New York,11374,51285.954
138-47 Barclay Ave,New York,11355,43028.137
140-26 Franklin Ave,New York,11355,47246.323
193-04 Horace Harding Expy,Queens,11365,50493.34399999999
65-54 Austin St,New York,11374,66683.15699999999
4306 63 ST,Queens,11377,17980.120000000003
7523 113 ST,Queens,11375,27265.784
9511 64 RD,Queens,11374,9352.262
142-09 Barclay Ave,Queens,11355,12424.077999999998
142-12 41st Ave,Queens,11355,17224.963000000003
140-74 34th Ave,New York,11354,14180.884999999998
2235 Frederick Douglass Boulevard,New York,10027,39461.526000000005
