Address 1,City,Postal Code,Largest Property Use Type - Gross Floor Area (ft²),Natural Gas Use (therms),Electricity Use - Grid Purchase (kWh),Green Power - Offsite (kWh),Net Emissions (Metric Tons CO2e),Avoided Emissions - Onsite and Offsite Green Power (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Latitude,Longitude
662 E21 Street,Brooklyn,11226,28625,14317.99894,86506.1,0,101,0,2338.4,40.637641,-73.957606
104 Audubon Avenue,Manhattan,10032,55300,65122.55393,285688.7,0,428.3,0,6299.5,40.841913,-73.937334
840 West End Ave.,Manhattan,10025,54950,26507.13422,233952.9,0,208.3,0,Not Available,40.798464,-73.970856
670 Riverside Drive,New York,11230,63945,13328.46494,230641,0,137.3,0,4973.1,,
430 Clinton Ave.,Brooklyn,11238,45460,1068.999962,156130.3,0,161.3,0,1890.5,40.685439,-73.967289
146 Pierrepont Street,Brooklyn,11201,160367,18327.12387,1578109.5,0,552.6,0,3685,40.69477,-73.991482
5601 14 Avenue,Brooklyn,11219,63560,47591.00032,271872.5,0,331.2,0,3697.9,40.629689,-73.994074
261 Wadsworth Avenue,Manhattan,10033,80500,72243.14985,289269.2,0,467.2,0,9226.2,40.853092,-73.93257
1600 Caton Ave.,Brooklyn,11230,98181,51722.00059,310542.5,0,364.3,0,4192.2,40.650673,-73.965166
30 Wall Street,New York City,10005,98861,Not Available,1649931,0,818.8,0,1504,40.706839,-74.010218
2357 Prospect Ave.,Bronx,10458,40500,37918.97019,177195.5,0,252.5,0,5014.2,40.853047,-73.883052
58-01 Grand Avenue,Queens,11378,51749,4461.99985,66372,0,42.8,0,Not Available,40.719667,-73.911197
1325 Grand Concourse,Bronx,10452,55000,49876.41684,381826.5,0,375.1,0,7124.4,40.837161,-73.915124
43-53 Main Street,Queens,11355,58910,12571.39362,232554.8,0,133.9,0,1505.1,40.751519,-73.826078
15 West 44th Street,New York,10036,48351,12079.93328,455045.7,0,274.8,0,1258.2,40.755129,-73.98074
403 Broome Street,New York,10013,25515,67.5430165,143079.3,0,41.6,0,Not Available,40.720862,-73.997742
241 Centre Street,New York,10013,26065,115.5666605,182522.9,0,53.3,0,785,40.720234,-73.998167
409 Broome St,New York,10013,23240,Not Available,Not Available,Not Available,0,Not Available,Not Available,40.72098,-73.998023
179 Lafayette Street,New York,10013,30718,165.67096,141423.1,0,41.7,0,Not Available,40.720549,-73.998618
239 Centre Street,New York,10013,7575,Not Available,Not Available,Not Available,0,Not Available,Not Available,40.720193,-73.9982
237 Centre Street,New York,10013,3888,30.13333427,81361.2,0,23.6,0,Not Available,40.720151,-73.998232
407 Broome Street,New York,10013,30392,0,134408.4,0,38.8,0,248,40.720942,-73.997929
253 Centre St,New York,10013,3924,Not Available,22692.2,0,6.5,0,Not Available,40.720478,-73.997962
407 Broome Street,New York,10013,151317,378.9139713,705487,0,524.4,0,1033,40.720942,-73.997929
802 Avenue U,Brooklyn,11223,41000,10325.00014,101790.7,0,84.2,0,1101.6,40.59811,-73.962878
278 West 10 Street,New York,10014,66813,24486.81159,715994.2,0,336.6,0,Not Available,40.733439,-74.008248
106 West 117 St,New York,10026,96482,24065.31464,366554.6,0,233.6,0,2032.3,40.802845,-73.949554
605 West 141 St,New York,10031,31674,27277.42111,113143.5,0,177.5,0,Not Available,40.824082,-73.952747
2363 ACP Boulevard,New York,10030,38011,44422.47781,159920.6,0,282.1,0,Not Available,40.817339,-73.942206
711 East 6th Street,New York,10009,65526,46522.28996,303033.4,0,334.5,0,5950,40.723369,-73.978931
2552 Webb Avenue,Bronx,2552 Webb Avenue,52776,30596.81066,336307.8,0,288,0,2570.1,,
226 W Tremont Ave,Bronx,10453,54000,35918.96762,198067.8,0,247.9,0,Not Available,40.852685,-73.917891
224 West 30th Street,New York,10001,142801,23.07312056,908088.6,0,512.7,0,1804.3,40.748848,-73.993377
49-07 1 Ave,Brooklyn,11232,44352,9759.999773,353325.9,0,153.8,0,Not Available,40.650866,-74.018657
311 West 34th Street,New York,10001,149436,0,1235802.1,0,675.1,0,1823.4,40.752463,-73.994088
135 West 106th Street,New York,10025,170050,95516.68443,774273,0,730.7,0,12580.2,40.799919,-73.964459
240 West 102nd Street,New York,10025,61400,36129.98861,358074.3,0,350.2,0,2284.6,40.79865,-73.969437
885 East 138th Street,Bronx,10454,78750,9915.371339,547064.4,0,210.5,0,Not Available,40.802663,-73.90819
1170 Commerce Avenue,Bronx,10462,103000,19562.85334,449505.7,0,233.6,0,120.4,40.833729,-73.841304
26 Bruckner Blvd,Bronx,10454,79946,27351.45482,680303.2,0,341.5,0,1696.8,40.807214,-73.928405
251 West 95th Street,New York,10025,43404,23334.72609,377272.3,0,232.8,0,3403.9,40.794168,-73.972704
31 Tiemann Place,New York,10027,42653,39188.04042,508482.7,0,354.8,0,4852.4,40.815373,-73.959306
90-04 161 Street,Jamaica,11432,63492,25767.99889,665435.4,0,328.8,0,7053.4,40.705199,-73.799278
1778 Southern Boulevard,Bronx,10460,78526,29053.39037,592923.4,0,325.3,0,Not Available,40.838298,-73.887187
15 West 18th Street,New York,10011,27706,57501.56268,568819.8,0,469.5,0,Not Available,40.738851,-73.992599
34 West 32nd Street,New York,10016,35778,6298.83189,99021.5,0,62,0,2605.5,40.747826,-73.987101
1850 Lafayette Avenue,Bronx,10473,1021752,909596.6626,5286110.9,0,6356.1,0,Not Available,40.821637,-73.861017
525 W. 133 St.,New York,10027,32181,12056.8753,201698.7,0,122.2,0,1201.4,40.817998,-73.954128
9 Crosby St.,New York,10013,121165,71807.32125,2273467.3,0,1037.2,0,Not Available,40.719926,-74.000289
1102 Washington Ave.,Bronx,10456,26935,26892.13727,139913.5,0,183.2,0,2519.4,40.828524,-73.908432
903 Rogers,Bronx,10459,21809,23596.11337,239219.3,0,194.3,0,213.2,,
910 E. 172nd St.,Bronx,10460,40000,6037.724488,588502.6,0,201.8,0,182.5,40.834198,-73.890157
915 West End Avenue,New York,10025,118591,75822.93474,507949.2,0,549.3,0,3354.3,40.800771,-73.969205
140 W. 86th St.,New York,10024,66614,33075.02943,242516.4,0,245.6,0,Not Available,40.787167,-73.973808
2330 Hoffman Street,Bronx,10458,71190,21525.68087,321410.8,0,207,0,Not Available,40.854794,-73.889512
1908 Belmont,Bronx,10457,43299,36576.84748,230036.6,0,260.6,0,4408.3,,
1892 Arthur Ave.,Bronx,10457,52882,72550.13719,293404.1,0,470,0,5974.7,40.84515,-73.893667
1900-6 Belmont Ave,Bronx,10457,42000,66365.30129,252118.1,0,425.2,0,Not Available,40.844883,-73.8928
2088 Mohegan Ave.,Bronx,10457,33803,1870.277414,209111.7,0,70.3,0,4306.1,40.845121,-73.883785
40 Arden St.,New York,10040,58030,3885.287111,288154.4,0,103.8,0,6933.7,40.862067,-73.927229
119-20 Union Turnpike,Queens,11415,54545,17069.00062,218976.1,0,153.8,0,3684,40.713262,-73.83284
603 Academy St.,New York,10034,39780,37055.00941,318829.2,0,288.8,0,3871,40.864598,-73.923878
476 W. 165th St.,New York,10032,36295,25069.16718,213302,0,194.7,0,4640.6,40.837683,-73.937841
3439 Knox Place,Bronx,10467,44281,29745.80789,174330,0,208.3,0,540.4,40.882053,-73.88337
200 E. 21St Street,New York,10010,127272,7577.2391,1103831,0,358.7,0,1665.2,40.737398,-73.983751
322 Gates Ave.,Brooklyn,11216,30539,0,194680.2,0,56.2,0,Not Available,40.685874,-73.953512
335-337 West 14th Street,Manhattan,10014,55342,28777.93781,246863.3,0,224.1,0,2327.7,40.740306,-74.003814
335 West 14th Street,New York,10014,28321,1173.066286,89791.9,0,32.1,0,1246.2,40.740306,-74.003814
337 West 14th Street,New York,10014,27021,6674.073712,157071.3,0,80.8,0,1081.5,40.74032,-74.003843
425 Claremont Parkway,Bronx,10457,56700,34919.95116,356807.4,0,288.4,0,Not Available,40.839615,-73.904886
830 EMPIRE BOULEVARD,Brooklyn,11213,31196,9792.99993,191293.6,0,107.2,0,932,40.663607,-73.934643
1745 Broadway,New York,10019,684515,36259.07102,8210375.6,0,2560.9,0,4795.4,40.765298,-73.982051
1440 Broadway,New York,10018,702472,20456.54636,5776603.5,0,2465.1,0,5286.9,40.754611,-73.986761
16 Court Street,Brooklyn,11241,307315,182.0423291,3450680.8,0,1506.9,0,3480.9,40.693445,-73.990577
67 Irving Place,New York,10003,41858,188.5293925,482522.5,0,263.1,0,333,40.736616,-73.986865
165 East 66th Street,New York,10065,252372,2900.375009,1489264.1,0,445,0,1892,40.766269,-73.964192
101 East 123rd Street,New York,10035,37835,4186.561126,102326.9,0,51.8,0,109.8,40.803675,-73.939769
1150 Garrison Ave,Bronx,10474,61650,44374.78123,341401.5,0,334.2,0,6602.3,40.820198,-73.888558
13-17 West 128th Street,New York,10027,28536,6417.044508,92935.4,0,60.9,0,1094.3,40.808655,-73.941592
13 W 128th Street,New York,10027,34476,6417.044508,92935.4,0,60.9,0,1094.3,40.808655,-73.941592
12W 129th Stret,New York,10027,5940,Not Available,Not Available,Not Available,0,Not Available,Not Available,40.809431,-73.941548
255 Exterior Street,Bronx,10451,122354,Not Available,329194.1,0,95,0,57.2,40.814007,-73.93132
707 Concourse Village West,Bronx,10451,283120,45842.26487,944097,0,515.8,0,Not Available,40.821904,-73.924093
1755 Watson Ave,Bronx,10472,243744,Not Available,375659.5,0,244.8,0,Not Available,40.827537,-73.867455
1485 Dumont Avenue,Brooklyn,11208,42000,95297.5955,540111.2,0,662,0,4084.3,40.670965,-73.862535
373 PEARL STREET,BROOKLYN,11201,76200,70662.99673,971318.2,0,655.5,0,754.5,40.692915,-73.98815
59-15 Maurice Avenue,Maspeth,11378,126690,0,1289417.5,0,371.9,0,Not Available,40.726447,-73.908428
75 Clinton Street,Brooklyn,11201,88941,16458.9659,731922.3,0,298.5,0,2186.2,40.693963,-73.992561
1266 Olmstead Avenue,Bronx,10462,126054,Not Available,Not Available,Not Available,788.9,Not Available,Not Available,40.8332,-73.854481
171 West 79th Street,New York,10024,94659,62651.17625,357485.3,0,435.9,0,6143.7,40.782735,-73.977327
1266 Olmstead Avenue,Bronx,10462,126054,Not Available,Not Available,Not Available,788.9,Not Available,Not Available,40.8332,-73.854481
1266 Olmstead Avenue,Bronx,10462,126054,Not Available,Not Available,Not Available,788.9,Not Available,Not Available,40.8332,-73.854481
1266 Olmstead Avenue,Bronx,10462,125054,Not Available,Not Available,Not Available,788.9,Not Available,Not Available,40.8332,-73.854481
1266 Olmstead Avenue,Bronx,10462,126054,Not Available,Not Available,Not Available,788.9,Not Available,Not Available,40.8332,-73.854481
1266 Olmsted Avenue,NY,10462,126054,Not Available,Not Available,Not Available,789.9,Not Available,Not Available,,
1266 Olmstead Avenue,Bronx,10462,126054,Not Available,Not Available,Not Available,788.9,Not Available,Not Available,40.8332,-73.854481
1266 Olmstead Avenue,Bronx,10462,126054,Not Available,Not Available,Not Available,788.9,Not Available,Not Available,40.8332,-73.854481
1266 Olmstead ave,bronx,10462,126054,Not Available,Not Available,Not Available,788.9,Not Available,Not Available,40.8332,-73.854481
9-03 44th Road,Long Island City,11101,86360,Not Available,484966.6,0,139.9,0,Not Available,40.749782,-73.951854
631 5th Avenue,New York,10022,65646,5223.413069,309592.1,0,117,0,3635.5,40.758847,-73.976963
60 West 57th Street,New York,10019,288546,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40.763738,-73.975824
560 Seventh Avenue,New York,10018,179000,28132.48338,2396373.9,0,840.7,0,1481,40.754847,-73.987833
127-40 Willets Point Blvd Flushing NY 11368,Queens,11368,109200,Not Available,1696900.3,0,489.5,0,1018.8,40.759665,-73.841232
955 Bronx River Avenue,Bronx,10473,90660,3538.038733,185321.1,0,72.2,0,79,40.821894,-73.882467
140 Friendship Lane,Staten Island,10314,126000,461.5768613,846399.9,0,246.6,0,54,40.595134,-74.130982
139-76,flushing,11354,46247,1531.919297,329732.6,0,103.2,0,2436.5,,
161 West 75 Street,New York,10023,216896,99912.74799,903823.5,0,791.4,0,7414.3,40.780383,-73.979761
213 Taaffe Pl,Brooklyn,11205,91559,45701.0014,424982.6,0,656.8,0,10509.2,40.691796,-73.959685
950 KENT AVENUE,BROOKLYN,11205,30576,Not Available,97697.7,0,28.2,0,Not Available,40.691793,-73.958837
31-10 37th Avenue,Long Island City,11101,122135,45701.0014,522680.3,0,393.5,0,10509.2,40.754874,-73.930894
140-25 Ash Avenue,Flushing,11355,28432,60806.96662,59927.5,0,338.1,0,2976.6,40.755533,-73.822974
7031 108 St,Queens,11375,141900,146163.9987,634220.4,0,936,0,6075.7,40.721992,-73.843966
209 8th Ave,New York,10011,25924,12049.68265,156732.6,0,223.6,0,Not Available,40.743787,-73.999589
237 8th Ave,New York,10011,38802,Not Available,64672.3,0,189.7,0,Not Available,40.744733,-73.998907
15 Magaw Place,New York,10033,53277,455.5908695,153365.1,0,365.3,0,Not Available,40.850959,-73.937257
39-30 59 Street,New York,11377,52290,49430.99242,Not Available,Not Available,262.6,Not Available,6316.6,40.746432,-73.905034
1144 Evergreen Avenue,Bronx,10472,68000,17450.74885,44758.7,0,104,0,33345.5,40.827014,-73.880702
300 East 42nd Street,New York City,10017,191000,Not Available,1141380.5,0,902.7,0,2753.6,40.749413,-73.972275
1221 Avenue of the Americas,New York,10036,1945608,48773.77856,34679519.3,0,14120.6,0,48203.8,40.759101,-73.982136
303 Greenwich St.,Manhattan,10013,107190,11720.00944,1282152.8,0,644.8,0,6941.2,40.716396,-74.010934
140-65 Beech Ave.,Flushing,11355,81923,65145.27883,337645.5,0,431,0,11985.7,40.754665,-73.822969
325 N END AVE,New York,10282,317625,202400.7938,2374360.6,0,1672.8,0,8769,40.716637,-74.014754
167 East 67th St,New York,10065,103900,Not Available,22181.3,0,810.9,0,Not Available,40.766889,-73.96369
400 East 70th St,New York,10021,273150,3155.024988,1454816.4,0,1243.4,0,9250.4,40.766346,-73.956625
161 W. 86th Street,New York,10024,79513,1104.073883,249193.3,0,68.6,0,2036.8,40.787323,-73.974133
"239-241 Canal St, 159-201 Centre St, and 1 Howard St",Manhattan,10013,15200,7742.50305,456786.1,0,156.1,0,291.8,40.718087,-74.000036
530 E 73rd Street,New York,10021,583731,318249.8708,4599104.2,0,2848.2,0,Not Available,40.766709,-73.951264
1301 SURF AVENUE,BROOKLYN,11224,115667,Not Available,4344,0,1.1,0,Not Available,40.575574,-73.981296
290 3rd Avenue,Manhattan,10010,166226,79374.8341,1103444.9,0,699.4,0,5629.1,40.73848,-73.983419
42-05 Parsons Boulevard,Queens,11355,20833,12437.57545,241757.8,0,126.9,0,741.3,40.757868,-73.819091
132 West 116 Street,New York,10026,45200,1757.59108,101616.5,0,34.9,0,1332.1,40.802519,-73.950884
20 West 102nd Street,New York,10025,110665,39816.99934,653307.9,0,376,0,7537.6,40.7959,-73.962926
10 W 102nd St,New York,10025,32187,4260.000194,78414,0,42.4,0,Not Available,40.795744,-73.962551
16 West 102nd Street,New York,10025,14172,2263.999976,109893,0,39.7,0,Not Available,40.795873,-73.962858
18 West 102nd Street,New York,10025,23264,9083.999752,143716,0,84.4,0,Not Available,40.795887,-73.96289
20 W 102nd St,New York,10025,41042,24208.99942,321284.9,0,209.5,0,Not Available,40.7959,-73.962926
1541 Bronx River Ave,The Bronx,10460,15000,10902.44141,247376.7,0,120.2,0,Not Available,40.837997,-73.872266
1575 Bronx River Ave,The Bronx,10460,37600,8600.200172,29670.3,0,53.1,0,118.9,40.83809,-73.87202
901 Zerega Ave,The Bronx,10473,33578,10283.73954,140335.2,0,90,0,Not Available,40.826387,-73.843446
29-21 41st Avenue,Long Island City,11101,85140,53057.43485,1805231.2,0,736.3,0,5620.9,40.750993,-73.936608
44 West 44th St,New Yok,10036,103750,19239.64334,1203197.9,0,688.6,0,4223.5,40.755395,-73.981415
547 West 147th St,New York,10031,42528,830.2666804,156566.6,0,349.9,0,2262.1,40.827091,-73.947964
105 Friendship Lane,Staten Island,10314,5000,6764.418321,130840,0,68.9,0,0.5,40.593708,-74.132751
145 Friendship Lane,Staten Island,10314,25000,6975.774381,54760,0,50.8,0,0,40.595379,-74.130961
9-11 East 19th Street,New York,10003,37742,0,270413.2,0,68.1,0,753.4,40.738788,-73.990661
485 5th Avenue,New York,10017,215825,9229.483818,6540428,0,2635.6,0,9783.4,40.753013,-73.981213
441 9th Ave,New York,10001,608383,53435.21123,5894346.3,0,1767.8,0,528,40.753758,-73.996048
25-40 31 Ave,Queens,11106,100000,78466.2522,460942.4,0,532.8,0,3381.2,40.765449,-73.925843
200 West Street,New York,10282,1894604,21335.99987,36933596,0,13864,0,27087.6,40.713846,-74.013812
575 3rd Street,Brooklyn,11215,32388,21127.99898,103539.3,0,138.3,0,862.8,40.669181,-73.975787
420 Morgan Ave,Brooklyn,11222,25000,73352.0012,231077.4,0,447.8,0,650.7,40.718438,-73.93709
37-17 111th Street,corona,11368,26322,10772.9998,171418.8,0,100.4,0,2045.8,40.753708,-73.856918
1855 Broadway,New York City,10023,73500,Not Available,1053895,0,752.3,0,893.8,40.769514,-73.982122
150 East 182 Street,Bronx,10453,83453,58800.14466,339273.8,0,397.7,0,9084.1,40.856339,-73.901649
1145 Morrison Avenue,Bronx,10472,48208,41944.58674,234612.1,0,281.9,0,9338.7,40.827819,-73.874182
647 Putnam Avenue,Brooklyn,11221,18220,33962.99791,230300.6,0,238.4,0,1483.4,40.685755,-73.935152
164 East 33 Street,New York,10016,26396,6808.590615,315494.3,0,115.6,0,Not Available,40.745429,-73.979509
1470 Third Ave( 171 E 83),New York,10028,24342,47587.20432,540474,0,388.8,0,3001.9,,
165,New York,10028,22990,1068.275238,113024.9,0,34.1,0,2033.4,,
1470 3rd Ave,New York,10028,49932,48655.47956,653498.9,0,423,0,5035.3,40.77705,-73.95529
30-15 Newtown Ave / 28-18 31st St,Queen,11102,44087,33228.70296,396080.3,0,276.2,0,2550.1,,
70 West 36th Street,New York,10018,119046,73512.0479,1481577.6,0,763.5,0,Not Available,40.750744,-73.986072
592 5th Ave,New York,10036,70135,8991.548138,1759807.3,0,607,0,Not Available,40.757129,-73.978238
500 Park Avenue,New York,10022,176494,8764.6359,4789680.3,0,1357.6,0,Not Available,40.762977,-73.97037
3131 Richmond Terrace,Staten Island,10303,141476,0,155191.2,0,39.1,0,158.9,40.638681,-74.163226
1376 Cromwell Avenue,Bronx,10452,127860,0,84913.1,0,21.4,0,370,40.840071,-73.920191
395 Brook Avenue,Bronx,10454,110939,33234.12588,454205.4,0,290.9,0,Not Available,40.811406,-73.916999
1810 Southern Boulevard,Bronx,10460,97101,2004.885835,153527.9,0,49.3,0,29.3,40.838913,-73.886814
486 Stanley Avenue,Brooklyn,11207,89586,7607.092424,185840,0,87.2,0,29.8,40.656558,-73.890381
338 3rd Avenue,Brooklyn,11215,91430,0,528933.3,0,133.2,0,110.2,40.675801,-73.987414
1980 White Plains Road,Bronx,10462,50015,2225.689827,32053.5,0,19.9,0,26.7,40.849072,-73.867498
1425 Bruckner Boulevard,Bronx,10472,42200,3738.161376,184876.5,0,66.4,0,155.9,40.823305,-73.882465
1151 East New York Avenue,Brooklyn,11212,43585,0,120855.7,0,30.4,0,39.2,40.666513,-73.924111
900 Atlantic Avenue,Brooklyn,11238,27211,0,466679.3,0,117.5,0,15.9,40.681201,-73.964865
892 Atlantic Ave,Brooklyn,11238,55884,Not Available,Not Available,Not Available,0,Not Available,Not Available,40.681258,-73.965143
892-900 Atlantic Ave,Brooklyn,11238,83095,0,466679.3,0,117.5,0,15.9,40.681258,-73.965143
819 Flatbush Avenue,Brooklyn,11226,74570,269.999987,60383.7,0,16.6,0,Not Available,40.652593,-73.95924
40 South 9th Street,Brooklyn,11249,44191,Not Available,267870.5,0,67.4,0,2318.7,40.709077,-73.9674
7402 21st Ave,Brooklyn,11204,38520,31424.00065,113749.6,0,195.5,0,2348.1,40.610022,-73.989048
573 WEST 192ND STREET,NEW YORK,10040,37860,14508.67622,380350.5,0,470.8,0,Not Available,40.855991,-73.928244
104-25 195 Street,Hollis,11412,78030,30373.00295,745727.4,0,379.8,0,10263.3,40.707592,-73.763126
270 West 43rd Street,New York,10036,706000,147698.0027,7329808.3,0,2806.4,0,21349,40.757482,-73.988309
112 W 25th St,New York,10001,188000,79611.91376,2651282.2,0,1090.3,0,7097.5,40.744461,-73.992544
664 West 161 Street,New York,10032,56130,1546.542741,206777.8,0,288.1,0,5485.8,40.837597,-73.94556
475 Fifth Avenue,New York,10017,220413,Not Available,2984729.2,0,3147.4,0,5807.4,40.752664,-73.98147
1501 Voorhies Avenue,New York City,11235,263130,58547.00295,2195048.7,0,863.6,0,5822.7,40.585744,-73.953747
173 East 90th Street,New York,10128,59375,264.0645164,503992.9,0,128.3,0,2224.1,40.781698,-73.952842
685 Third Ave,New York,10017,621001,1908.536177,7154786.3,0,2793.8,0,6671,40.751617,-73.973819
8315 4TH AVE,BROOKLYN,112094412,34800,133.1292951,492411.2,0,124.7,0,2528.7,40.624844,-74.027501
55 Fifth Avenue,New York,10003,197505,36547.00178,2533912.3,0,1488.8,0,Not Available,40.734877,-73.994422
125 Maiden Lane,New York,10038,329961,50700.0465,3427129,0,1132.1,0,2475.6,40.706397,-74.006341
56 Beaver St. (Alt: 48 Beaver St.),Manhattan,10004,47510,15558.51099,377172.3,0,177.6,0,Not Available,40.705115,-74.010286
131 West 33rd Street,New York,10001,138728,23300.0319,2388795.8,0,725.2,0,3946.4,40.749569,-73.989277
431 Avenue P,Brooklyn,11223,99093,28894.99866,840539.3,0,365.1,0,Not Available,40.608993,-73.97149
37-24 24th Street,Queens,11101,113320,123.9497999,352392.5,0,495,0,415.4,40.757018,-73.935833
214 W 96th St,New york,10025,35989,709.094824,484689.8,0,318,0,Not Available,40.794281,-73.970931
80 NASSAU STREET,New York,10038,67676,39723.93603,580183.4,0,357.1,0,2146.9,40.709823,-74.008119
50 West St,New York,10006,506252,144466.3893,5043344.8,0,2037,0,Not Available,40.708005,-74.015531
34 Prince St,New York,10012,42271,4644.525794,312222.4,0,103.3,0,295.6,40.72311,-73.995115
80 NASSAU STREET,New York,10038,31182,Not Available,Not Available,Not Available,0,Not Available,Not Available,40.709823,-74.008119
